tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,body,title_len,body_len,title_clean,body_clean
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 1076, 'user_id': 3466729, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/76920232f54c864476c01e7454cdf522?s=128&d=identicon&r=PG&f=1', 'display_name': 'Gpack', 'link': 'https://stackoverflow.com/users/3466729/gpack'}",True,265,53042022.0,1,0,2018-10-29 09:05:34,2018-10-29 08:53:17,53041815,CC BY-SA 4.0,https://stackoverflow.com/questions/53041815/how-to-save-load-model-from-to-browser-cache-in-forge-autodesk,How to save/load model from/to browser cache in forge autodesk,"In our app, it's quite common that a user would look at a 3d model, navigates to some other place, and come back to the model. When the user navigates away, I'm destroying the viewer as recommended in this Every time the user wants to come back to the model, it seems that the viewer tries to re-download it and then display it. It takes 10-15s to load the model with a good internet connection. However, since everything should have already been download, is there a way avoid making these requests and load the model directly from the browser cache?",62,842,saveload model fromto browser cache forge autodesk,app quite common user would look   model navigate place come back model user navigate away destroy viewer recommend every time user wants come back model seem viewer try redownload display take   load model good internet connection however since everything already download way avoid make request load model directly brows cache
['autodesk-forge'],"{'reputation': 17, 'user_id': 10362783, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-LH0vDjRjMzI/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaNYWPFga7R2FdEpowTdyHcqSCQ15w/mo/photo.jpg?sz=128', 'display_name': 'Franjkovic Ivan', 'link': 'https://stackoverflow.com/users/10362783/franjkovic-ivan'}",True,400,53003429.0,1,0,2018-10-26 07:16:51,2018-10-25 12:40:39,52989533,CC BY-SA 4.0,https://stackoverflow.com/questions/52989533/how-to-add-custom-menu-to-autodesk-forge-viewer,How to add custom menu to Autodesk Forge Viewer?,"Helo
I'm using Viewer Example form here: (Step 1)
and now I need: How to do that, please? I try to copy whole ""class MyContextMenu extends ... "" code from but it does not worked. Thank you.",48,708,add custom menu autodesk forge viewer,heloim use viewer example form step   need please try copy whole class mycontextmenu extend code work thank
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 87, 'user_id': 2330744, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8d73c4a0507543462e6d619ae628071c?s=128&d=identicon&r=PG', 'display_name': 'BBringardner', 'link': 'https://stackoverflow.com/users/2330744/bbringardner'}",True,120,52942195.0,1,0,2018-10-23 06:10:18,2018-10-22 22:47:21,52938720,CC BY-SA 4.0,https://stackoverflow.com/questions/52938720/forge-3d-viewer-not-loading,Forge 3D Viewer Not Loading,"I have followed the tutorials found and it is working (with smaller models).  Except when uploading a 3D .dwg file containing (11) 3D solids, the file is being rendered in the 2D viewer.  Anyway I can control this? Note that the .dwg is AutoCAD 2015... is it possible that 2015 files are not supported in the 3D viewer? Also... I have the opposite problem with Revit files.  3D renders properly, but I don't see how to access the 2D sheets.",27,733,forge   viewer loading,follow tutorial find work small model except upload   dwg file contain    solid file render   viewer anyway control note dwg autocad   possible   file support   viewer also opposite problem revit file   render properly do not see access   sheet
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 1076, 'user_id': 3466729, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/76920232f54c864476c01e7454cdf522?s=128&d=identicon&r=PG&f=1', 'display_name': 'Gpack', 'link': 'https://stackoverflow.com/users/3466729/gpack'}",True,256,53029008.0,2,0,2018-10-28 06:40:50,2018-10-22 08:59:58,52925665,CC BY-SA 4.0,https://stackoverflow.com/questions/52925665/set-instancetree-to-a-custom-node-in-forge-3d-viewer,Set instanceTree to a custom node in Forge 3D viewer,"Lets say I'm working with a 3D file which is the combination of one Architectural model and one Structural model.
The instance tree or Model Browser looks like this I want to display only the Level 01. So I: Followed the steps in the Viewer tutorial Add an event listener to both & When the 2 are fired, I use the code in this to display only the Level 01 without ghosting. I have 2 problem with this approach I have to wait until the entire model is loaded before I can filter the level After filtering the level, if I click on Model Browser, I can still see the entire model structure (but with everything as hidden except Level 01). How can I set the instance tree to only have what's below? EDIT At what point am I supposed to override the function? I've tried this and put a breakpoint but it seems it never gets called... I also tried to move it around but in vain.",52,2224,set instancetree custom node forge   viewer,let say work   file combination one architectural model one structural modelthe instance tree model browser look like want display level   follow step view tutorial add event listener   fire use code display level   without ghost   problem approach wait entire model load filter level filter level click model browser still see entire model structure everything hide except level   set instance tree what s edit point suppose override function I ve try put breakpoint seem never gets call also try move around vain
['autodesk-forge'],"{'reputation': 1737, 'user_id': 2713641, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/8a9bcf4af1a7eb44a4c758c8e801fbbe?s=128&d=identicon&r=PG', 'display_name': 'simen-andresen', 'link': 'https://stackoverflow.com/users/2713641/simen-andresen'}",True,134,,1,0,2018-10-22 07:25:07,2018-10-18 10:07:34,52871664,CC BY-SA 4.0,https://stackoverflow.com/questions/52871664/forge-viewer-cannot-view-multiple-different-models-properly,Forge Viewer - Cannot view multiple different models properly,"I'm having trouble loading different models in the viewer. I suspect the problem comes from mixing up different units (meters and millimeters) in the models. So I have 3 Models: IFC 1 , is using millimeters as unit. When loading the SVF derrivative into the viewer, doing outputs: IFC 2 , using millimeters as unit. Getting the same output as IFC 1 Obj . Model of a simple cube with center of cube at origin [0, 0, 0]. This does not seem to have any inherent unit. When loading the SVF derrivative into the viewer, doing outputs: In order to load the models with the right coordinates I use the following options: IFC 1 and 2: Obj: The rationale here is that the IFC models are located far away from the origin, while the Obj model is located at origin. Using for the IFCs seems necessary to get them to align in the viewer, using is necessary to put the Obj close to the IFC models. I'm struggling with the following problems here: Navigating the models is hard, when highlighting the Obj model, it seems like it is set to using y-up or something, making it hard to do orientation navigation for the other models. When trying to change zoom, only the Obj seems to be affected. Could this be due to different scale settings? EDIT 1 : Looks like making the Obj cube the same size as the other models fixes the zooming problem. 
Also, if loading the IFC files first, the orientation navigation is right. It's only when loading the OBJ file first that we get the ""y-up orientation"" problem Edit 2 : The orientation navigation problem can be fixed with .
Is it possible to also control behavior like this globally instead always letting the different models set the behavior?",61,2671,forge viewer can not view multiple different model properly,trouble load different model viewer suspect problem come mix different unit meter millimeter model   model ifc   use millimeter unit loading svf derrivative viewer output ifc   use millimeter unit get output ifc   obj model simple cube center cube origin     seem inherent unit loading svf derrivative viewer output order load model right coordinate use follow option ifc    obj rationale ifc model locate far away origin obj model locate origin use ifcs seem necessary get align viewer use necessary put obj close ifc model struggle follow problem navigate model hard highlight obj model seem like set use yup something make hard orientation navigation model try change zoom obj seem affected could due different scale setting edit   look like make obj cube size model fix zoom problem also load ifc file first orientation navigation right load obj file first get yup orientation problem edit   orientation navigation problem fix possible also control behavior like globally instead always let different model set behavior
"['autodesk-forge', 'autodesk-model-derivative']","{'reputation': 1517, 'user_id': 212895, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/76722d52f4176582f40c281b5e00d70d?s=128&d=identicon&r=PG', 'display_name': 'Voice', 'link': 'https://stackoverflow.com/users/212895/voice'}",True,139,52773959.0,1,0,2018-10-12 06:57:57,2018-10-11 13:40:47,52761583,CC BY-SA 4.0,https://stackoverflow.com/questions/52761583/error-when-calling-forge-api-via-forge-apis-library,Error when calling FORGE API via forge-apis library,"We work with Autodesk FORGE REST API with library. Since today we have an unstable behaviour when calling its methods. Here is the error: address: “34.203.81.163” code: “ETIMEDOUT” errno: “ETIMEDOUT” port:
  443 syscall: “connect” message: “connect ETIMEDOUT 34.203.81.163:443”
  stack: “Error: connect ETIMEDOUT 34.203.81.163:443↵    at
  TCPConnectWrap.afterConnect [as oncomplete] (net.js:1162:14)” Is there something we need to change in our code or we're getting to some threshold in a number of API calls or this is a temporary internal instability?",51,717,error call forge api via forgeapis library,"work autodesk forge rest api library since today unstable behaviour call method error address "" "" code "" etimedout "" errno "" etimedout "" port   syscall "" connect "" message "" connect etimedout "" stack "" error connect etimedout ↵ tcpconnectwrapafterconnect oncomplete "" something need change code get threshold number api call temporary internal instability"
"['autodesk-forge', 'autodesk', 'forge', 'autodesk-data-management']","{'reputation': 55, 'user_id': 10076292, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc51af1200361e3160aefb32d9824921?s=128&d=identicon&r=PG&f=1', 'display_name': 'D Jones', 'link': 'https://stackoverflow.com/users/10076292/d-jones'}",True,105,52722811.0,1,0,2018-10-09 13:54:20,2018-10-09 13:29:36,52722294,CC BY-SA 4.0,https://stackoverflow.com/questions/52722294/autodesk-forge-reading-from-text-file,Autodesk Forge reading from text file,"I was just wondering if there is a way to push a text file to Autodesk forge. I've completed a few examples of pushing 3D models to the forge viewer but was wondering if there was a way to push an average text file and for it to be displayed through Forge? Just an idea of mine, would love to hear of the possibilities!",37,335,autodesk forge read text file,wonder way push text file autodesk forge I ve complete example push   model forge viewer wonder way push average text file display forge idea mine would love hear possibility
['autodesk-forge'],"{'reputation': 69, 'user_id': 10070674, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c04d92443e63158488e79c4f780e66d?s=128&d=identicon&r=PG&f=1', 'display_name': 'user10070674', 'link': 'https://stackoverflow.com/users/10070674/user10070674'}",True,139,52606334.0,1,0,2018-10-02 10:15:50,2018-10-01 16:04:48,52594921,CC BY-SA 4.0,https://stackoverflow.com/questions/52594921/get-revit-version-of-bim-360-file-using-forge,Get Revit Version of BIM 360 File using Forge,"Is there a way to find the Revit version of a file on BIM 360 without downloading the .rvt file? I found a similar question , and Eason's answer suggests using the Design Automation APIs; however, currently the Design Automation API only supports AutoCAD. I know there's a Design Automation for Revit in beta, but is there any way of getting the Revit version without DA4R?",45,525,get revit version bim   file use forge,way find revit version file bim   without download rvt file find similar question eason answer suggest use design automation apis however currently design automation api support autocad know there s design automation revit beta way get revit version without
"['c#', 'autodesk-forge', 'autodesk', 'autodesk-model-derivative']","{'reputation': 104, 'user_id': 4193718, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e444862daf80b2d514811a053e69217c?s=128&d=identicon&r=PG&f=1', 'display_name': 'Gaurav', 'link': 'https://stackoverflow.com/users/4193718/gaurav'}",True,190,52626073.0,1,0,2018-10-03 11:28:14,2018-10-01 13:12:54,52591968,CC BY-SA 4.0,https://stackoverflow.com/questions/52591968/how-to-retrieve-list-of-layers-from-dwg-file-using-derivative-api-or-autodesk-fo,How to retrieve list of layers from dwg file using derivative api or Autodesk.forge library c#,"I am working on using C# so need to know whether there is any way to get flat of layers from the file (using urn). Right now I am using "" "" method of library, but this is giving me of hierarchical data and it is not efficient to iterate through each loop. Also tried this api . This is also not giving me a flat . Please help.",94,643,retrieve list layer dwg file use derivative api autodeskforge library c,work use c need know whether way get flat layer file use urn right use method library give hierarchical datum efficient iterate loop also try api also give flat please help
"['autodesk-forge', 'autodesk-designautomation']","{'reputation': 19, 'user_id': 7529156, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8ce2446f8aa0b827099694034071a255?s=128&d=identicon&r=PG&f=1', 'display_name': 'is.cattabiani', 'link': 'https://stackoverflow.com/users/7529156/is-cattabiani'}",True,111,52444401.0,1,0,2018-12-14 12:57:49,2018-09-21 10:16:57,52441531,CC BY-SA 4.0,https://stackoverflow.com/questions/52441531/what-are-engines-available-for-inventor-design-automation-api-get-inventor-io-u,What are engines available for Inventor Design Automation API? GET inventor.io/us-east/v2/Engines fails,I'm trying to retrieve the available engines with the following request: and I got: Requesting for Autocad engines everything goes well: Am I using a wrong URL?,103,702,engine available inventor design automation api get   fail,try retrieve available engine follow request got request autocad engine everything go well use wrong url
"['.net', 'autodesk-forge']","{'reputation': 53, 'user_id': 2091026, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04966a2f9c51e66069b9ba604bf77295?s=128&d=identicon&r=PG', 'display_name': 'Ollikat', 'link': 'https://stackoverflow.com/users/2091026/ollikat'}",True,183,,3,0,2020-06-09 14:10:12,2018-09-19 10:33:46,52403828,CC BY-SA 4.0,https://stackoverflow.com/questions/52403828/forge-net-api-runtimebinderexception,Forge .NET API RuntimeBinderException,"I'm using Forge .NET API 1.3.0 I'm trying to get hubs via API, just like it is described in the I know that... My authentication works Query results correct data But for some reason the following line fails with RuntimeBinderException: The exception message says: Exception thrown: 'Microsoft.CSharp.RuntimeBinder.RuntimeBinderException' in Unknown Module.
  Additional information: Cannot implicitly convert type 'Autodesk.Forge.Model.DynamicJsonResponse' to 'Autodesk.Forge.Model.Hubs' So obviously the method example shows is not valid anymore (?). How should the resulting data to be converted into Hubs type.",37,956,forge net api runtimebinderexception,use forge net api   try get hub via api like describe know authentication work query result correct datum reason follow line fail runtimebinderexception exception message say exception throw microsoftcsharpruntimebinderruntimebinderexception unknown module additional information can not implicitly convert type autodeskforgemodeldynamicjsonresponse autodeskforgemodelhub obviously method example show valid anymore result datum convert hub type
['autodesk-forge'],"{'reputation': 13, 'user_id': 10349827, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-y9k7LrkBOts/AAAAAAAAAAI/AAAAAAAAA6Q/7PxXQyfGB7c/photo.jpg?sz=128', 'display_name': 'Angel Say', 'link': 'https://stackoverflow.com/users/10349827/angel-say'}",True,294,52311635.0,1,0,2018-09-13 10:19:17,2018-09-11 21:25:48,52284433,CC BY-SA 4.0,https://stackoverflow.com/questions/52284433/autodesk-forge-403-when-trying-to-retrieve-issues,Autodesk Forge 403 When Trying to Retrieve Issues,"I'm following the Issue Retrieval tutorial: After getting a token I'm able to retrieve my hubs, then my projects, but when it comes time to retrieve issues in a project I am getting a 403 forbidden. Trying to retrieve issues with the following URL: where is retrieved from from the response My auth token scope is and I've even tried with and since I was initially trying to write an issue, but also got a 403. My Forge app has access to BIM 360 API, Data Management API, and WebHook API.
My BIM 360 integration gives the Forge app acess to BIM 360 Account Admin and Document management.",49,1169,autodesk forge   try retrieve issue,follow issue retrieval tutorial getting token able retrieve hub project come time retrieve issue project get   forbid try retrieve issue follow url retrieve response auth token scope I ve even try since initially try write issue also get   forge app access bim   api data management api webhook apimy bim   integration give forge app acess bim   account admin document management
['autodesk-forge'],"{'reputation': 19, 'user_id': 7575608, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/19811a696b500a405a62577297fd8b48?s=128&d=identicon&r=PG&f=1', 'display_name': 'Chris Acheson', 'link': 'https://stackoverflow.com/users/7575608/chris-acheson'}",True,62,,1,0,2018-09-12 16:29:11,2018-09-11 16:11:02,52280119,CC BY-SA 4.0,https://stackoverflow.com/questions/52280119/detail-in-forge-viewer-vs-a360,Detail in forge viewer vs A360,"I made a query about this previously but with further investigation I still have a problem. The two screenshots show the same component in A360 and in our Forge viewer. The behaviour in A360 is what we want with only the external geometry of the component visible. This used to be the case in our webapp but a change made to the Forge viewer at some point means all the detail in the component is now visible, including internal details. How can we replicate the behaviour we see in A360 in our forge viewer?",30,735,detail forge viewer vs,make query previously investigation still problem two screenshot show component   forge viewer behaviour   want external geometry component visible used case webapp change make forge view point mean detail component visible include internal detail replicate behaviour see   forge viewer
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 41, 'user_id': 9710934, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d43c89a6f0a3b5dbdc5e1cec6016f58?s=128&d=identicon&r=PG&f=1', 'display_name': 'Fabien', 'link': 'https://stackoverflow.com/users/9710934/fabien'}",True,285,52271961.0,1,0,2018-09-11 08:39:34,2018-09-10 21:36:05,52265816,CC BY-SA 4.0,https://stackoverflow.com/questions/52265816/how-to-select-by-dbid-in-viewer-when-several-models-are-loaded,How to select by dbid in viewer when several models are loaded?,"I load several models in my scene. I would like to: Fit to view from dbId -> this can be done with viewer.fitToView(objectIds,model) Select an element from dbid on a particular model. But viewer.select(dbids,selectionType) does not offer possibility to select the model. How can we make a selection on a dbid, on specific model, when several models are loaded? Thanks",63,421,select dbid viewer several model load,load several model scene would like fit view dbid do viewerfittoviewobjectidsmodel select element dbid particular model viewerselectdbidsselectiontype offer possibility select model make selection dbid specific model several model load thank
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 41, 'user_id': 9710934, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d43c89a6f0a3b5dbdc5e1cec6016f58?s=128&d=identicon&r=PG&f=1', 'display_name': 'Fabien', 'link': 'https://stackoverflow.com/users/9710934/fabien'}",True,246,52298959.0,1,0,2018-09-12 15:39:55,2018-09-10 14:55:40,52260521,CC BY-SA 4.0,https://stackoverflow.com/questions/52260521/how-to-set-model-getdocumentnode-when-loading-multiple-documents,How to set model.getDocumentNode when loading multiple documents?,"I load multiple models from multiple converted revit files in the viewer.
In each of these models I put points associated to selected element.
To be able to reuse these points later, I need: Which revit document it was taken from -> models[x].myData.urn : ok Which view (model) from revit document it was taken from -> model.getDocumentNode returns null (which is not the case when I load a single model with viewerApp). This leads node.model.getDocumentNode().data.guid which is guid of the view to be not reachable. ko Dbid -> present in selection event: ok Guid -> I build a 2 ways mapping table (dbid<->guid) to get what I need : ok (open to more straightforward ways, but ok) Main issue is the 2nd point, How to set model.getDocumentNode when loading multiple models in the viewer? Thank you,",65,873,set modelgetdocumentnode loading multiple document,load multiple model multiple convert revit file viewerin model put point associate select elementto able reuse point later need revit document take modelsxmydataurn ok view model revit document take modelgetdocumentnode return null case load single model viewerapp lead nodemodelgetdocumentnodedataguid guid view reachable ko dbid present selection event ok guid build   way mapping table dbidguid get need ok open straightforward way ok main issue   point set modelgetdocumentnode loading multiple model viewer thank
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 81, 'user_id': 3920906, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/VlbNb.jpg?s=128&g=1', 'display_name': 'Coder47', 'link': 'https://stackoverflow.com/users/3920906/coder47'}",True,96,,1,0,2018-09-11 14:11:50,2018-09-09 07:50:25,52242447,CC BY-SA 4.0,https://stackoverflow.com/questions/52242447/hover-enabled-sub-context-menu-in-viewer,Hover-Enabled Sub Context Menu in Viewer,"Question : How do I modify the below code so that (i) upon hovering over a menu item in the context menu, the correpsonding submenu appears, and (ii) the menu(s) disappear after clicking on a menu item? Context : Currently, when you press the menu item corresponding with the sub-menu, the original context menu stays fixed (i.e. when clicking on empty space in the viewer, the menu remains and appears fully interactive). When you press on the same menu item for a second time, it opens the sub-menu, but similar to the original menu, this sub-menu also remains fixed when we press one of its menu items. For reference, I've included some screenshots of the current context menu and sub-menu. The corresponding code is as follows:",40,5133,hoverenable sub context menu viewer,question modify code upon hovering menu item context menu correpsonding submenu appear ii menu disappear clicking menu item context currently press menu item correspond submenu original context menu stay fix ie click empty space viewer menu remain appear fully interactive press menu item second time open submenu similar original menu submenu also remain fix press one menu item reference I ve include screenshot current context menu submenu correspond code follow
"['autodesk-forge', 'autodesk-viewer', 'autodesk', 'forge']","{'reputation': 55, 'user_id': 10076292, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc51af1200361e3160aefb32d9824921?s=128&d=identicon&r=PG&f=1', 'display_name': 'D Jones', 'link': 'https://stackoverflow.com/users/10076292/d-jones'}",True,792,52258738.0,1,0,2018-09-10 13:20:04,2018-09-07 13:58:11,52224075,CC BY-SA 4.0,https://stackoverflow.com/questions/52224075/adding-buttons-to-the-forge-viewer,Adding buttons to the Forge Viewer,"I am a developer who's currently trying to add another button to the Autodesk Forge Viewer. I can only find one example on the Autodesk website which explains this and I feel like I would understand more through a discussion or example. I currently have a very basic viewer, which asks for a bucket name and model then once it uploads the model it shows the model in the viewer with all the generic buttons, how do I go about inserting my own button? Below is the viewer.html used in my basic viewer:",34,3789,add button forge viewer,developer who s currently try add another button autodesk forge viewer find one example autodesk website explain feel like would understand discussion example currently basic viewer ask bucket name model upload model show model viewer generic button go insert button viewerhtml use basic viewer
"['autodesk-forge', 'autodesk-data-management']","{'reputation': 5, 'user_id': 10283856, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-eI5FO9vm6i4/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaNHOJKF_bxgWmVGeP5WPQB557Mgjw/mo/photo.jpg?sz=128', 'display_name': 'Teodora Crisan', 'link': 'https://stackoverflow.com/users/10283856/teodora-crisan'}",True,48,52055710.0,1,0,2018-08-28 10:29:26,2018-08-28 09:38:40,52054690,CC BY-SA 4.0,https://stackoverflow.com/questions/52054690/support-for-document-sets-in-data-management-api,Support for document sets in Data Management API,"Is there any developer support for the new ""Document Sets"" option in BIM 360 Docs - Document Management?
I'd like to organize specific versions of documents into “Sets” in an app that integrates with Forge.
If there isn't, when do you plan to make this possible?
Thank you!",48,281,support document set data management api,"developer support new document set option bim   doc document managementid like organize specific version document "" set "" app integrate forgeif be not plan make possiblethank"
"['webhooks', 'autodesk-forge', 'autodesk-data-management']","{'reputation': 25, 'user_id': 4681327, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Ko8fKxbheM4/AAAAAAAAAAI/AAAAAAAAA3k/RBQQQ6k8knc/photo.jpg?sz=128', 'display_name': 'Mandi Bishop', 'link': 'https://stackoverflow.com/users/4681327/mandi-bishop'}",True,145,52010911.0,2,0,2018-08-24 21:28:23,2018-08-23 18:34:06,51992219,CC BY-SA 4.0,https://stackoverflow.com/questions/51992219/error-creating-a-webhook-with-a-scope-project-id-but-works-with-top-folder,Error creating a webhook with a scope = project id but works with top folder,"When creating a webhook for a BIM360 Team project, I get the error ""Access denied for the scope a.123456789 that you are trying to create hook on"" when creating with the project id with the below json body and request: This does succeed if a top folder URN is replaced in the json.  I have tried with both 2-legged and 3-legged OAuth with data:create scope.  Is there something I am missing?",76,787,error create webhook scope project i d work top folder,create webhook   team project get error access deny scope   try create hook create project i d json body request succeed top folder urn replace json try    oauth datacreate scope something miss
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 436, 'user_id': 6627236, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/955abebaecd9a637fb947d76ec92affa?s=128&d=identicon&r=PG&f=1', 'display_name': 'Sam Curry', 'link': 'https://stackoverflow.com/users/6627236/sam-curry'}",True,81,52001703.0,1,0,2018-08-25 14:09:48,2018-08-23 15:25:25,51989245,CC BY-SA 4.0,https://stackoverflow.com/questions/51989245/how-can-i-load-a-unique-database-id-onto-a-markupcore-extension-markup,How can I load a unique database ID onto a MarkupCore extension markup?,"I am using the MarkupsCore extension to build a cloud-based annotation system. I am able to successfully store markups in the database individually, and load them back as one whole SVG string. However, I am confused on being able to delete them. Ordinarily, I would attach a database ID to the markup, and delete it by that. But, I do not know how I would do that in this case. Are there any unique attributes that I could store that are part of the markups to use to identify them to delete them with? Also, is there a particular reason that the MarkupsCore extension doesn't have an event that is fired when a markup is created? I was able to resolve this problem myself, but I am just curious.",71,712,load unique database i d onto markupcore extension markup,use markupscore extension build cloudbase annotation system able successfully store markup database individually load back one whole svg string however confused able delete ordinarily would attach database i d markup delete know would case unique attribute could store part markup use identify delete also particular reason markupscore extension do not event fire markup create able resolve problem curious
['autodesk-forge'],"{'reputation': 25, 'user_id': 8060647, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fcd9d0721c7ec1095c55963ae3c09e27?s=128&d=identicon&r=PG&f=1', 'display_name': 'BHosta', 'link': 'https://stackoverflow.com/users/8060647/bhosta'}",True,67,51971166.0,1,0,2018-08-22 16:26:56,2018-08-22 16:05:33,51970918,CC BY-SA 4.0,https://stackoverflow.com/questions/51970918/how-to-identify-if-an-account-has-forge-credits-available,How to identify if an account has Forge Credits available,"If I am making Forge API calls on behalf of a customer is there a way to check if the customer has available credits prior to making a call that would consume credits? Additionally, if I am out of credits will calls to OAuth fail?",57,246,identify account forge credit available,make forge api call behalf customer way check customer available credit prior make call would consume credit additionally credit call oauth fail
"['autodesk-forge', 'autodesk', 'forge']","{'reputation': 61, 'user_id': 6781997, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb6971ccc419e560d12002475b7d5135?s=128&d=identicon&r=PG&f=1', 'display_name': 'Bi SAl MhRzn', 'link': 'https://stackoverflow.com/users/6781997/bi-sal-mhrzn'}",True,190,,1,0,2018-08-23 00:02:56,2018-08-22 04:30:35,51959908,CC BY-SA 4.0,https://stackoverflow.com/questions/51959908/is-there-any-way-in-forge-to-drop-pins-and-draw-boundaries-in-the-pdf,"Is there any way in forge, to drop pins and draw boundaries in the pdf",i need to drop pins to a 2d drawing in the forge viewer and also divide 2d drawing in different zones/area. is it possible to do that with forge viewer?,70,160,way forge drop pin draw boundary pdf,need drop pin   drawing forge viewer also divide   draw different zonesarea possible forge viewer
['autodesk-forge'],"{'reputation': 116, 'user_id': 487805, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zMkdk.jpg?s=128&g=1', 'display_name': 'Glenit', 'link': 'https://stackoverflow.com/users/487805/glenit'}",True,137,,1,0,2018-08-14 11:52:26,2018-08-09 15:15:29,51770589,CC BY-SA 4.0,https://stackoverflow.com/questions/51770589/unable-to-get-revit-filemeta-data-or-see-revit-model-in-3d-viewer-for-forge-mode,Unable to get revit filemeta data or see revit model in 3d viewer for forge modelderivative API,"We have been using the model derivative api endpoints to extact data from forge but are currently having issues extracting meta data when uploading specifically Revit files. Our process goes: Auth Upload a model in chunks {bucketKey}/objects/{objectName}/resumable Create upload job Get translation the process {encodedUrn}/manifest Get the object from the forge {encodedUrn}/metadata Current we are we receive a 200 response from step 5 with and empty meta information so we cannot extract anything. When we load the 3D viewer (versions 6.0 and 4.0) the viewer calls the When It was converted from an ifc format if that helps in any way.
We have tried this file in 360 and in forge with both revit and ifc before and translation has worked.  I can provide a urn also.",95,2260,unable get revit filemeta datum see revit model   viewer forge modelderivative api,use model derivative api endpoint extact datum forge currently issue extract meta datum upload specifically revit file process go auth upload model chunk bucketkeyobjectsobjectnameresumable create upload job get translation process encodedurnmanifest get object forge encodedurnmetadata current receive   response step   empty meta information can not extract anything load   view version    viewer call convert ifc format help waywe try file   forge revit ifc translation work provide urn also
"['javascript', 'autodesk-forge']","{'reputation': 45, 'user_id': 9555806, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-2pDjiRwwIWk/AAAAAAAAAAI/AAAAAAAAAAA/HmYx13IM34k/photo.jpg?sz=128', 'display_name': 'Bandu W', 'link': 'https://stackoverflow.com/users/9555806/bandu-w'}",True,197,,2,0,2018-08-09 09:33:41,2018-08-08 08:15:32,51741763,CC BY-SA 4.0,https://stackoverflow.com/questions/51741763/getscreenshot-function-returns-error-in-v6,getScreenShot function returns error in v6,I am getting following error when function is executed in viewer v6. It works correctly in v5. Anyone knows how to get around this issue? Thanks Uncaught : Failed to construct : The input data length is not a multiple of . at at at,42,831,getscreenshot function return error,get follow error function execute view   work correctly   anyone know get around issue thank uncaught fail construct input datum length multiple
